,Location,Weather,Temperature,Date,Time,Names,No. of individuals seen,No. of individuals heard,No. of individuals seen and heard,Comments,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,codes
6275,Jubilee,cloudy,,2023-12-20,07:26:00,indian paradise flycatcher,0,1,0,,,,,,,,,,26
6276,Jubilee,cloudy,,2023-12-20,07:26:00,common tailorbird,0,1,0,,,,,,,,,,26
6277,Jubilee,cloudy,,2023-12-20,07:26:00,booted warbler,0,2,0,,,,,,,,,,26
6278,Jubilee,cloudy,,2023-12-20,07:27:00,red whiskered bulbul,0,2,0,,,,,,,,,,27
6279,Jubilee,cloudy,,2023-12-20,07:27:00,large billed crow,0,2,0,,,,,,,,,,27
6280,Jubilee,cloudy,,2023-12-20,07:27:00,white cheeked barbet,0,1,0,,,,,,,,,,27
6281,Jubilee,cloudy,,2023-12-20,07:27:00,black kite,0,1,0,,,,,,,,,,27
6282,Jubilee,cloudy,,2023-12-20,07:28:00,indian paradise flycatcher,0,1,0,,,,,,,,,,28
6283,Jubilee,cloudy,,2023-12-20,07:28:00,red whiskered bulbul,0,2,0,,,,,,,,,,28
6284,Jubilee,cloudy,,2023-12-20,07:28:00,large billed crow,0,3,0,,,,,,,,,,28
6285,Jubilee,cloudy,,2023-12-20,07:28:00,booted warbler,0,1,0,,,,,,,,,,28
6286,Jubilee,cloudy,,2023-12-20,07:28:00,purple rumped sunbird,0,1,0,,,,,,,,,,28
6287,Jubilee,cloudy,,2023-12-20,07:28:00,black kite,0,1,0,,,,,,,,,,28
6288,Jubilee,cloudy,,2023-12-20,07:29:00,indian paradise flycatcher,0,1,0,,,,,,,,,,29
6289,Jubilee,cloudy,,2023-12-20,07:29:00,large billed crow,0,2,0,,,,,,,,,,29
6290,Jubilee,cloudy,,2023-12-20,07:29:00,red whiskered bulbul,0,2,0,,,,,,,,,,29
6291,Jubilee,cloudy,,2023-12-20,07:29:00,booted warbler,0,1,0,,,,,,,,,,29
6292,Jubilee,cloudy,,2023-12-20,07:29:00,rose ringed parakeet,0,2,0,,,,,,,,,,29
6293,Jubilee,cloudy,,2023-12-20,07:29:00,cinerous tit,0,1,0,,,,,,,,,,29
6294,Jubilee,cloudy,,2023-12-20,07:30:00,indian paradise flycatcher,0,1,0,,,,,,,,,,30
6295,Jubilee,cloudy,,2023-12-20,07:30:00,large billed crow,0,1,0,,,,,,,,,,30
6296,Jubilee,cloudy,,2023-12-20,07:31:00,indian paradise flycatcher,0,1,0,,,,,,,,,,31
6297,Jubilee,cloudy,,2023-12-20,07:31:00,large billed crow,0,1,0,,,,,,,,,,31
6298,Jubilee,cloudy,,2023-12-20,07:31:00,rose ringed parakeet,0,2,0,,,,,,,,,,31
6299,Jubilee,cloudy,,2023-12-20,07:31:00,booted warbler,0,1,0,,,,,,,,,,31
6300,Jubilee,cloudy,,2023-12-20,07:32:00,rose ringed parakeet,0,2,0,,,,,,,,,,32
6301,Jubilee,cloudy,,2023-12-20,07:32:00,indian paradise flycatcher,0,1,0,,,,,,,,,,32
6302,Jubilee,cloudy,,2023-12-20,07:32:00,white cheeked barbet,0,1,0,,,,,,,,,,32
6303,Jubilee,cloudy,,2023-12-20,07:32:00,large billed crow,0,1,0,,,,,,,,,,32
6304,Jubilee,cloudy,,2023-12-20,07:32:00,rufous treepie,0,1,0,,,,,,,,,,32
6305,Jubilee,cloudy,,2023-12-20,07:33:00,rose ringed parakeet,0,2,0,,,,,,,,,,33
6306,Jubilee,cloudy,,2023-12-20,07:33:00,indian paradise flycatcher,0,1,0,,,,,,,,,,33
6307,Jubilee,cloudy,,2023-12-20,07:33:00,large billed crow,0,2,0,,,,,,,,,,33
6308,Jubilee,cloudy,,2023-12-20,07:33:00,white cheeked barbet,0,2,0,,,,,,,,,,33
6309,Jubilee,cloudy,,2023-12-20,07:34:00,rufous treepie,0,1,0,,,,,,,,,,34
6310,Jubilee,cloudy,,2023-12-20,07:34:00,large billed crow,0,2,0,,,,,,,,,,34
6311,Jubilee,cloudy,,2023-12-20,07:34:00,red whiskered bulbul,0,2,0,,,,,,,,,,34
6312,Jubilee,cloudy,,2023-12-20,07:34:00,white cheeked barbet,0,2,0,,,,,,,,,,34
6313,Jubilee,cloudy,,2023-12-20,07:34:00,rose ringed parakeet,0,1,0,,,,,,,,,,34
6314,Jubilee,cloudy,,2023-12-20,07:34:00,black kite,1,0,0,,,,,,,,,,34
6315,Jubilee,cloudy,,2023-12-20,07:35:00,large billed crow,1,2,0,,,,,,,,,,35
6316,Jubilee,cloudy,,2023-12-20,07:35:00,rose ringed parakeet,0,2,0,,,,,,,,,,35
6317,Jubilee,cloudy,,2023-12-20,07:35:00,rufous treepie,0,1,0,,,,,,,,,,35
6318,Jubilee,cloudy,,2023-12-20,07:35:00,red whiskered bulbul,0,2,0,,,,,,,,,,35
6319,Jubilee,cloudy,,2023-12-20,07:40:00,rufous treepie,0,1,0,,,,,,,,,,40
6320,Jubilee,cloudy,,2023-12-20,07:40:00,green warbler,0,1,0,,,,,,,,,,40
6321,Jubilee,cloudy,,2023-12-20,07:41:00,rufous treepie,0,2,0,,,,,,,,,,41
6322,Jubilee,cloudy,,2023-12-20,07:41:00,cinerous tit,0,2,0,,,,,,,,,,41
6323,Jubilee,cloudy,,2023-12-20,07:41:00,green warbler,0,1,0,,,,,,,,,,41
6324,Jubilee,cloudy,,2023-12-20,07:41:00,white cheeked barbet,0,1,0,,,,,,,,,,41
6325,Jubilee,cloudy,,2023-12-20,07:41:00,spot breasted fantail,0,1,0,,,,,,,,,,41
6326,Jubilee,cloudy,,2023-12-20,07:41:00,red whiskered bulbul,0,1,0,,,,,,,,,,41
6327,Jubilee,cloudy,,2023-12-20,07:42:00,red whiskered bulbul,0,2,0,,,,,,,,,,42
6328,Jubilee,cloudy,,2023-12-20,07:42:00,indian paradise flycatcher,0,1,0,,,,,,,,,,42
6329,Jubilee,cloudy,,2023-12-20,07:42:00,green warbler,0,1,0,,,,,,,,,,42
6330,Jubilee,cloudy,,2023-12-20,07:42:00,large billed crow,0,2,0,,,,,,,,,,42
6331,Jubilee,cloudy,,2023-12-20,07:42:00,booted warbler,0,1,0,,,,,,,,,,42
6332,Jubilee,cloudy,,2023-12-20,07:43:00,ashy drongo,0,1,0,,,,,,,,,,43
6333,Jubilee,cloudy,,2023-12-20,07:43:00,red whiskered bulbul,0,2,0,,,,,,,,,,43
6334,Jubilee,cloudy,,2023-12-20,07:43:00,large billed crow,0,0,2,,,,,,,,,,43
6335,Jubilee,cloudy,,2023-12-20,07:43:00,common tailorbird,0,2,0,,,,,,,,,,43
6336,Jubilee,cloudy,,2023-12-20,07:43:00,white cheeked barbet,0,2,0,,,,,,,,,,43
6337,Jubilee,cloudy,,2023-12-20,07:44:00,red whiskered bulbul,0,2,0,,,,,,,,,,44
6338,Jubilee,cloudy,,2023-12-20,07:44:00,pale billed flowerpecker,0,1,0,,,,,,,,,,44
6339,Jubilee,cloudy,,2023-12-20,07:44:00,rufous treepie,0,1,0,,,,,,,,,,44
6340,Jubilee,cloudy,,2023-12-20,07:44:00,large billed crow,0,2,0,,,,,,,,,,44
6341,Jubilee,cloudy,,2023-12-20,07:44:00,coppersmith barbet,0,2,0,,,,,,,,,,44
6342,Jubilee,cloudy,,2023-12-20,07:44:00,booted warbler,0,2,0,,,,,,,,,,44
6343,Jubilee,cloudy,,2023-12-20,07:45:00,pale billed flowerpecker,0,0,1,,,,,,,,,,45
6344,Jubilee,cloudy,,2023-12-20,07:45:00,rufous treepie,0,0,1,,,,,,,,,,45
6345,Jubilee,cloudy,,2023-12-20,07:45:00,large billed crow,0,0,2,,,,,,,,,,45
6346,Jubilee,cloudy,,2023-12-20,07:45:00,indian paradise flycatcher,0,1,0,,,,,,,,,,45
6347,Jubilee,cloudy,,2023-12-20,07:45:00,red whiskered bulbul,0,2,0,,,,,,,,,,45
6348,Jubilee,cloudy,,2023-12-20,07:45:00,black kite,1,0,0,,,,,,,,,,45
6349,Jubilee,cloudy,,2023-12-20,07:46:00,red whiskered bulbul,0,2,0,,,,,,,,,,46
6350,Jubilee,cloudy,,2023-12-20,07:46:00,common tailorbird,0,1,0,,,,,,,,,,46
6351,Jubilee,cloudy,,2023-12-20,07:46:00,rufous treepie,0,2,0,,,,,,,,,,46
6352,Jubilee,cloudy,,2023-12-20,07:46:00,indian paradise flycatcher,0,1,0,,,,,,,,,,46
6353,Jubilee,cloudy,,2023-12-20,07:46:00,rose ringed parakeet,0,0,2,,,,,,,,,,46
6354,Jubilee,cloudy,,2023-12-20,07:47:00,rufous treepie,0,2,0,,,,,,,,,,47
6355,Jubilee,cloudy,,2023-12-20,07:47:00,cinerous tit,0,2,0,,,,,,,,,,47
6356,Jubilee,cloudy,,2023-12-20,07:47:00,red whiskered bulbul,0,2,0,,,,,,,,,,47
6357,Jubilee,cloudy,,2023-12-20,07:47:00,indian paradise flycatcher,0,1,0,,,,,,,,,,47
6358,Jubilee,cloudy,,2023-12-20,07:47:00,booted eagle,1,0,0,,,,,,,,,,47
6359,Jubilee,cloudy,,2023-12-20,07:47:00,green warbler,0,1,0,,,,,,,,,,47
6360,Jubilee,cloudy,,2023-12-20,07:47:00,large billed crow,0,1,0,,,,,,,,,,47
6361,Jubilee,cloudy,,2023-12-20,07:48:00,large billed crow,0,2,0,,,,,,,,,,48
6362,Jubilee,cloudy,,2023-12-20,07:48:00,red whiskered bulbul,0,2,0,,,,,,,,,,48
6363,Jubilee,cloudy,,2023-12-20,07:48:00,ashy drongo,0,2,0,,,,,,,,,,48
6364,Jubilee,cloudy,,2023-12-20,07:48:00,white cheeked barbet,0,1,0,,,,,,,,,,48
6365,Jubilee,cloudy,,2023-12-20,07:49:00,red whiskered bulbul,0,2,0,,,,,,,,,,49
6366,Jubilee,cloudy,,2023-12-20,07:49:00,green warbler,0,1,0,,,,,,,,,,49
6367,Jubilee,cloudy,,2023-12-20,07:49:00,white cheeked barbet,0,2,0,,,,,,,,,,49
6368,Jubilee,cloudy,,2023-12-20,07:49:00,indian paradise flycatcher,0,1,0,,,,,,,,,,49
6369,Jubilee,cloudy,,2023-12-20,07:49:00,large billed crow,0,1,0,,,,,,,,,,49
6370,Jubilee,cloudy,,2023-12-20,07:50:00,green warbler,0,2,0,,,,,,,,,,50
6371,Jubilee,cloudy,,2023-12-20,07:50:00,large billed crow,0,1,0,,,,,,,,,,50
6372,Jubilee,cloudy,,2023-12-20,07:50:00,ashy drongo,0,0,1,,,,,,,,,,50
6373,Jubilee,cloudy,,2023-12-20,07:51:00,ashy drongo,0,0,1,,,,,,,,,,51
6374,Jubilee,cloudy,,2023-12-20,07:51:00,green warbler,0,2,0,,,,,,,,,,51
6375,Jubilee,cloudy,,2023-12-20,07:51:00,large billed crow,0,2,0,,,,,,,,,,51
6376,Jubilee,cloudy,,2023-12-20,07:51:00,white cheeked barbet,0,2,0,,,,,,,,,,51
6377,Jubilee,cloudy,,2023-12-20,07:52:00,booted warbler,0,2,0,,,,,,,,,,52
6378,Jubilee,cloudy,,2023-12-20,07:52:00,coppersmith barbet,0,1,0,,,,,,,,,,52
6379,Jubilee,cloudy,,2023-12-20,07:52:00,large billed crow,0,2,0,,,,,,,,,,52
6380,Jubilee,cloudy,,2023-12-20,07:52:00,oriental magpie robin,0,1,0,,,,,,,,,,52
6381,Jubilee,cloudy,,2023-12-20,07:52:00,ashy drongo,0,0,2,,,,,,,,,,52
6382,Jubilee,cloudy,,2023-12-20,07:52:00,rose ringed parakeet,0,0,2,,,,,,,,,,52
6383,Jubilee,cloudy,,2023-12-20,07:53:00,green warbler,0,2,0,,,,,,,,,,53
6384,Jubilee,cloudy,,2023-12-20,07:53:00,booted warbler,0,2,0,,,,,,,,,,53
6385,Jubilee,cloudy,,2023-12-20,07:53:00,coppersmith barbet,0,1,0,,,,,,,,,,53
6386,Jubilee,cloudy,,2023-12-20,07:53:00,large billed crow,0,1,0,,,,,,,,,,53
6387,Jubilee,cloudy,,2023-12-20,07:53:00,indian paradise flycatcher,0,1,0,,,,,,,,,,53
6388,Jubilee,cloudy,,2023-12-20,07:53:00,common tailorbird,0,1,0,,,,,,,,,,53
6389,Jubilee,cloudy,,2023-12-20,07:53:00,ashy drongo,0,1,0,,,,,,,,,,53
6390,Jubilee,cloudy,,2023-12-20,07:54:00,coppersmith barbet,0,2,0,,,,,,,,,,54
6391,Jubilee,cloudy,,2023-12-20,07:54:00,indian paradise flycatcher,0,1,0,,,,,,,,,,54
6392,Jubilee,cloudy,,2023-12-20,07:54:00,booted warbler,0,1,0,,,,,,,,,,54
6393,Jubilee,cloudy,,2023-12-20,07:54:00,green warbler,0,1,0,,,,,,,,,,54
6394,Jubilee,cloudy,,2023-12-20,07:54:00,white cheeked barbet,0,1,0,,,,,,,,,,54
6395,Jubilee,cloudy,,2023-12-20,07:54:00,red whiskered bulbul,0,1,0,,,,,,,,,,54
6396,Jubilee,cloudy,,2023-12-20,07:55:00,greater coucal,0,1,0,,,,,,,,,,55
6397,Jubilee,cloudy,,2023-12-20,07:55:00,white cheeked barbet,0,1,0,,,,,,,,,,55
6398,Jubilee,cloudy,,2023-12-20,07:55:00,ashy drongo,0,1,0,,,,,,,,,,55
6399,Jubilee,cloudy,,2023-12-20,07:55:00,coppersmith barbet,0,1,0,,,,,,,,,,55
6400,Jubilee,cloudy,,2023-12-20,07:55:00,black kite,1,1,0,,,,,,,,,,55
6401,Rocks,cloudy,,2023-12-19,07:00:00,red whiskered bulbul,0,4,0,,,,,,,,,,0
6402,Rocks,cloudy,,2023-12-19,07:00:00,indian white eye,0,2,0,,,,,,,,,,0
6403,Rocks,cloudy,,2023-12-19,07:00:00,purple rumped sunbird,0,0,2,,,,,,,,,,0
6404,Rocks,cloudy,,2023-12-19,07:00:00,booted warbler,1,0,0,,,,,,,,,,0
6405,Rocks,cloudy,,2023-12-19,07:00:00,blythes reed warbler,0,2,0,,,,,,,,,,0
6406,Rocks,cloudy,,2023-12-19,07:01:00,white cheeked barbet,0,0,2,,,,,,,,,,1
6407,Rocks,cloudy,,2023-12-19,07:01:00,lottens sunbird,0,0,2,,,,,,,,,,1
6408,Rocks,cloudy,,2023-12-19,07:01:00,greenish warbler,0,1,0,,,,,,,,,,1
6409,Rocks,cloudy,,2023-12-19,07:01:00,common myna,0,0,1,,,,,,,,,,1
6410,Rocks,cloudy,,2023-12-19,07:01:00,red whiskered bulbul,0,0,2,,,,,,,,,,1
6411,Rocks,cloudy,,2023-12-19,07:02:00,greenish warbler,0,1,0,,,,,,,,,,2
6412,Rocks,cloudy,,2023-12-19,07:02:00,white cheeked barbet,2,0,0,,,,,,,,,,2
6413,Rocks,cloudy,,2023-12-19,07:02:00,red whiskered bulbul,2,2,0,,,,,,,,,,2
6414,Rocks,cloudy,,2023-12-19,07:02:00,cinerous tit,1,0,0,,,,,,,,,,2
6415,Rocks,cloudy,,2023-12-19,07:03:00,white cheeked barbet,0,0,3,,,,,,,,,,3
6416,Rocks,cloudy,,2023-12-19,07:03:00,cinerous tit,1,0,0,,,,,,,,,,3
6417,Rocks,cloudy,,2023-12-19,07:03:00,red whiskered bulbul,0,0,5,,,,,,,,,,3
6418,Rocks,cloudy,,2023-12-19,07:03:00,lottens sunbird,0,0,2,,,,,,,,,,3
6419,Rocks,cloudy,,2023-12-19,07:04:00,purple rumped sunbird,0,0,2,,,,,,,,,,4
6420,Rocks,cloudy,,2023-12-19,07:04:00,purple sunbird,0,0,2,,,,,,,,,,4
6421,Rocks,cloudy,,2023-12-19,07:04:00,rose ringed parakeet,0,0,2,,,,,,,,,,4
6422,Rocks,cloudy,,2023-12-19,07:04:00,spotted dove,2,0,0,,,,,,,,,,4
6423,Rocks,cloudy,,2023-12-19,07:04:00,red whiskered bulbul,4,2,0,,,,,,,,,,4
6424,Rocks,cloudy,,2023-12-19,07:05:00,red whiskered bulbul,4,3,0,,,,,,,,,,5
6425,Rocks,cloudy,,2023-12-19,07:05:00,lottens sunbird,0,0,2,,,,,,,,,,5
6426,Rocks,cloudy,,2023-12-19,07:06:00,white cheeked barbet,2,0,0,,,,,,,,,,6
6427,Rocks,cloudy,,2023-12-19,07:06:00,red whiskered bulbul,6,0,2,,,,,,,,,,6
6428,Rocks,cloudy,,2023-12-19,07:06:00,lottens sunbird,0,0,2,,,,,,,,,,6
6429,Rocks,cloudy,,2023-12-19,07:07:00,purple rumped sunbird,0,0,2,,,,,,,,,,7
6430,Rocks,cloudy,,2023-12-19,07:07:00,white cheeked barbet,0,3,0,,,,,,,,,,7
6431,Rocks,cloudy,,2023-12-19,07:07:00,red whiskered bulbul,0,0,6,,,,,,,,,,7
6432,Rocks,cloudy,,2023-12-19,07:07:00,ashy drongo,1,0,0,,,,,,,,,,7
6433,Rocks,cloudy,,2023-12-19,07:08:00,booted warbler,0,0,1,,,,,,,,,,8
6434,Rocks,cloudy,,2023-12-19,07:08:00,greenish warbler,0,1,0,,,,,,,,,,8
6435,Rocks,cloudy,,2023-12-19,07:08:00,purple sunbird,0,0,1,,,,,,,,,,8
6436,Rocks,cloudy,,2023-12-19,07:09:00,white cheeked barbet,0,2,0,,,,,,,,,,9
6437,Rocks,cloudy,,2023-12-19,07:09:00,greenish warbler,0,1,0,,,,,,,,,,9
6438,Rocks,cloudy,,2023-12-19,07:09:00,red whiskered bulbul,0,0,5,,,,,,,,,,9
6439,Rocks,cloudy,,2023-12-19,07:09:00,cinerous tit,1,0,0,,,,,,,,,,9
6440,Rocks,cloudy,,2023-12-19,07:09:00,rose ringed parakeet,0,0,2,,,,,,,,,,9
6441,Rocks,cloudy,,2023-12-19,07:10:00,booted warbler,0,2,0,,,,,,,,,,10
6442,Rocks,cloudy,,2023-12-19,07:10:00,red whiskered bulbul,0,0,6,,,,,,,,,,10
6443,Rocks,cloudy,,2023-12-19,07:10:00,purple sunbird,0,0,2,,,,,,,,,,10
6444,Rocks,cloudy,,2023-12-19,07:10:00,brahminy kite,0,1,0,,,,,,,,,,10
6445,Rocks,cloudy,,2023-12-19,07:10:00,black kite,0,1,0,,,,,,,,,,10
6446,Rocks,cloudy,,2023-12-19,07:10:00,white cheeked barbet,0,2,0,,,,,,,,,,10
6447,Rocks,cloudy,,2023-12-19,07:10:00,purple rumped sunbird,0,0,2,,,,,,,,,,10
6448,Rocks,cloudy,,2023-12-19,07:11:00,lottens sunbird,0,0,1,,,,,,,,,,11
6449,Rocks,cloudy,,2023-12-19,07:11:00,white cheeked barbet,0,2,0,,,,,,,,,,11
6450,Rocks,cloudy,,2023-12-19,07:11:00,red whiskered bulbul,0,0,5,,,,,,,,,,11
6451,Rocks,cloudy,,2023-12-19,07:11:00,booted eagle,1,0,0,,,,,,,,,,11
6452,Rocks,cloudy,,2023-12-19,07:12:00,white cheeked barbet,0,2,0,,,,,,,,,,12
6453,Rocks,cloudy,,2023-12-19,07:12:00,greater coucal,0,1,0,,,,,,,,,,12
6454,Rocks,cloudy,,2023-12-19,07:12:00,rufous treepie,0,1,0,,,,,,,,,,12
6455,Rocks,cloudy,,2023-12-19,07:12:00,red whiskered bulbul,0,0,3,,,,,,,,,,12
6456,Rocks,cloudy,,2023-12-19,07:12:00,rose ringed parakeet,0,0,1,,,,,,,,,,12
6457,Rocks,cloudy,,2023-12-19,07:12:00,ashy prinia,0,0,1,,,,,,,,,,12
6458,Rocks,cloudy,,2023-12-19,07:13:00,purple sunbird,0,1,0,,,,,,,,,,13
6459,Rocks,cloudy,,2023-12-19,07:13:00,blythes reed warbler,1,0,0,,,,,,,,,,13
6460,Rocks,cloudy,,2023-12-19,07:13:00,purple rumped sunbird,0,0,2,,,,,,,,,,13
6461,Rocks,cloudy,,2023-12-19,07:13:00,red whiskered bulbul,0,0,4,,,,,,,,,,13
6462,Rocks,cloudy,,2023-12-19,07:13:00,white cheeked barbet,0,2,0,,,,,,,,,,13
6463,Rocks,cloudy,,2023-12-19,07:13:00,ashy drongo,0,1,0,,,,,,,,,,13
6464,Rocks,cloudy,,2023-12-19,07:13:00,lottens sunbird,0,1,0,,,,,,,,,,13
6465,Rocks,cloudy,,2023-12-19,07:14:00,red whiskered bulbul,0,0,3,,,,,,,,,,14
6466,Rocks,cloudy,,2023-12-19,07:14:00,white cheeked barbet,0,2,0,,,,,,,,,,14
6467,Rocks,cloudy,,2023-12-19,07:14:00,purple sunbird,0,0,2,,,,,,,,,,14
6468,Rocks,cloudy,,2023-12-19,07:14:00,asian koel,0,1,0,,,,,,,,,,14
6469,Rocks,cloudy,,2023-12-19,07:15:00,red whiskered bulbul,0,0,7,,,,,,,,,,15
6470,Rocks,cloudy,,2023-12-19,07:15:00,blythes reed warbler,0,0,1,,,,,,,,,,15
6471,Rocks,cloudy,,2023-12-19,07:15:00,ashy prinia,0,1,0,,,,,,,,,,15
6472,Rocks,cloudy,,2023-12-19,07:15:00,purple sunbird,2,0,0,,,,,,,,,,15
6473,Rocks,cloudy,,2023-12-19,07:20:00,chestnut tailed starling,2,0,0,,,,,,,,,,20
6474,Rocks,cloudy,,2023-12-19,07:20:00,red whiskered bulbul,0,0,4,,,,,,,,,,20
6475,Rocks,cloudy,,2023-12-19,07:21:00,white cheeked barbet,0,2,0,,,,,,,,,,21
6476,Rocks,cloudy,,2023-12-19,07:21:00,chestnut tailed starling,2,0,0,,,,,,,,,,21
6477,Rocks,cloudy,,2023-12-19,07:21:00,red whiskered bulbul,0,0,6,,,,,,,,,,21
6478,Rocks,cloudy,,2023-12-19,07:21:00,ashy drongo,1,0,0,,,,,,,,,,21
6479,Rocks,cloudy,,2023-12-19,07:22:00,red whiskered bulbul,0,0,8,,,,,,,,,,22
6480,Rocks,cloudy,,2023-12-19,07:22:00,chestnut tailed starling,2,0,0,,,,,,,,,,22
6481,Rocks,cloudy,,2023-12-19,07:22:00,purple rumped sunbird,0,0,2,,,,,,,,,,22
6482,Rocks,cloudy,,2023-12-19,07:22:00,spotted dove,0,1,0,,,,,,,,,,22
6483,Rocks,cloudy,,2023-12-19,07:23:00,chestnut tailed starling,2,0,0,,,,,,,,,,23
6484,Rocks,cloudy,,2023-12-19,07:23:00,white cheeked barbet,1,0,0,,,,,,,,,,23
6485,Rocks,cloudy,,2023-12-19,07:23:00,red whiskered bulbul,0,0,3,,,,,,,,,,23
6486,Rocks,cloudy,,2023-12-19,07:23:00,purple sunbird,0,0,1,,,,,,,,,,23
6487,Rocks,cloudy,,2023-12-19,07:23:00,ashy drongo,0,0,2,,,,,,,,,,23
6488,Rocks,cloudy,,2023-12-19,07:24:00,white cheeked barbet,0,2,0,,,,,,,,,,24
6489,Rocks,cloudy,,2023-12-19,07:24:00,ashy drongo,0,1,0,,,,,,,,,,24
6490,Rocks,cloudy,,2023-12-19,07:24:00,purple rumped sunbird,0,0,2,,,,,,,,,,24
6491,Rocks,cloudy,,2023-12-19,07:26:00,white cheeked barbet,2,0,0,,,,,,,,,,26
6492,Rocks,cloudy,,2023-12-19,07:26:00,purple rumped sunbird,0,0,2,,,,,,,,,,26
6493,Rocks,cloudy,,2023-12-19,07:26:00,red whiskered bulbul,10,0,4,,,,,,,,,,26
6494,Rocks,cloudy,,2023-12-19,07:27:00,white cheeked barbet,2,0,0,,,,,,,,,,27
6495,Rocks,cloudy,,2023-12-19,07:27:00,red whiskered bulbul,0,2,0,,,,,,,,,,27
6496,Rocks,cloudy,,2023-12-19,07:27:00,purple sunbird,0,0,2,,,,,,,,,,27
6497,Rocks,cloudy,,2023-12-19,07:27:00,spotted dove,1,0,0,,,,,,,,,,27
6498,Rocks,cloudy,,2023-12-19,07:27:00,indian white eye,0,2,0,,,,,,,,,,27
6499,Rocks,cloudy,,2023-12-19,07:28:00,ashy drongo,0,0,1,,,,,,,,,,28
6500,Rocks,cloudy,,2023-12-19,07:28:00,white cheeked barbet,2,0,0,,,,,,,,,,28
6501,Rocks,cloudy,,2023-12-19,07:28:00,spotted dove,1,0,0,,,,,,,,,,28
6502,Rocks,cloudy,,2023-12-19,07:28:00,black kite,1,0,0,,,,,,,,,,28
6503,Rocks,cloudy,,2023-12-19,07:28:00,indian white eye,0,0,2,,,,,,,,,,28
6504,Rocks,cloudy,,2023-12-19,07:28:00,booted eagle,1,0,0,,,,,,,,,,28
6505,Rocks,cloudy,,2023-12-19,07:29:00,ashy drongo,2,0,0,,,,,,,,,,29
6506,Rocks,cloudy,,2023-12-19,07:29:00,red whiskered bulbul,0,0,4,,,,,,,,,,29
6507,Rocks,cloudy,,2023-12-19,07:29:00,spotted dove,0,1,0,,,,,,,,,,29
6508,Rocks,cloudy,,2023-12-19,07:29:00,golden oriole,1,0,0,aaa,"most likely golden oriole, seen after 4 minutes again",,,,,,,,29
6509,Rocks,cloudy,,2023-12-19,07:29:00,blythes reed warbler,0,1,0,,,,,,,,,,29
6510,Rocks,cloudy,,2023-12-19,07:29:00,indian white eye,0,1,0,,,,,,,,,,29
6511,Rocks,cloudy,,2023-12-19,07:30:00,greenish warbler,0,1,0,,,,,,,,,,30
6512,Rocks,cloudy,,2023-12-19,07:30:00,red whiskered bulbul,0,0,3,,,,,,,,,,30
6513,Rocks,cloudy,,2023-12-19,07:30:00,chestnut tailed starling,2,0,0,,,,,,,,,,30
6514,Rocks,cloudy,,2023-12-19,07:31:00,white cheeked barbet,0,2,0,,,,,,,,,,31
6515,Rocks,cloudy,,2023-12-19,07:31:00,red whiskered bulbul,0,0,5,,,,,,,,,,31
6516,Rocks,cloudy,,2023-12-19,07:31:00,greenish warbler,0,1,0,,,,,,,,,,31
6517,Rocks,cloudy,,2023-12-19,07:31:00,purple sunbird,0,0,4,,,,,,,,,,31
6518,Rocks,cloudy,,2023-12-19,07:31:00,black kite,1,0,0,,,,,,,,,,31
6519,Rocks,cloudy,,2023-12-19,07:31:00,common tailorbird,0,1,0,,,,,,,,,,31
6520,Rocks,cloudy,,2023-12-19,07:31:00,indian white eye,0,1,0,,,,,,,,,,31
6521,Rocks,cloudy,,2023-12-19,07:31:00,purple rumped sunbird,0,1,0,,,,,,,,,,31
6522,Rocks,cloudy,,2023-12-19,07:32:00,red whiskered bulbul,0,0,4,,,,,,,,,,32
6523,Rocks,cloudy,,2023-12-19,07:32:00,ashy drongo,0,0,2,,,,,,,,,,32
6524,Rocks,cloudy,,2023-12-19,07:32:00,purple sunbird,0,0,2,,,,,,,,,,32
6525,Rocks,cloudy,,2023-12-19,07:32:00,greenish warbler,0,1,0,,,,,,,,,,32
6526,Rocks,cloudy,,2023-12-19,07:32:00,spotted dove,0,1,0,,,,,,,,,,32
6527,Rocks,cloudy,,2023-12-19,07:32:00,white cheeked barbet,3,0,0,,,,,,,,,,32
6528,Rocks,cloudy,,2023-12-19,07:33:00,white cheeked barbet,0,2,0,,,,,,,,,,33
6529,Rocks,cloudy,,2023-12-19,07:33:00,golden oriole,2,0,0,,,,,,,,,,33
6530,Rocks,cloudy,,2023-12-19,07:33:00,indian white eye,0,0,1,,,,,,,,,,33
6531,Rocks,cloudy,,2023-12-19,07:33:00,ashy prinia,0,1,0,,,,,,,,,,33
6532,Rocks,cloudy,,2023-12-19,07:33:00,booted eagle,1,0,0,,,,,,,,,,33
6533,Rocks,cloudy,,2023-12-19,07:33:00,spotted dove,0,1,0,,,,,,,,,,33
6534,Rocks,cloudy,,2023-12-19,07:34:00,red whiskered bulbul,0,0,4,,,,,,,,,,34
6535,Rocks,cloudy,,2023-12-19,07:34:00,indian white eye,0,0,2,,,,,,,,,,34
6536,Rocks,cloudy,,2023-12-19,07:34:00,white cheeked barbet,2,0,0,,,,,,,,,,34
6537,Rocks,cloudy,,2023-12-19,07:34:00,rose ringed parakeet,1,0,0,,,,,,,,,,34
