,name,date,time code,loc,wea,datetimelabel
2433,black kite,20230311,41,Rocks,,20230311_41
2434,ashy prinia,20230311,41,Rocks,,20230311_41
2435,rock pigeon,20230311,41,Rocks,,20230311_41
2436,black kite,20230311,42,Rocks,,20230311_42
2437,black kite,20230311,44,Rocks,,20230311_44
2438,red whiskered bulbul,20230311,44,Rocks,,20230311_44
2439,blythes reed warbler,20230311,45,Rocks,,20230311_45
2440,red whiskered bulbul,20230311,45,Rocks,,20230311_45
2441,red whiskered bulbul,20230311,49,Rocks,,20230311_49
2442,red whiskered bulbul,20230311,50,Rocks,,20230311_50
2443,booted eagle,20230311,50,Rocks,,20230311_50
2444,black kite,20230311,53,Rocks,,20230311_53
2445,booted eagle,20230311,53,Rocks,,20230311_53
2446,black kite,20230311,55,Rocks,,20230311_55
2447,booted eagle,20230311,55,Rocks,,20230311_55
2448,large billed crow,20230310,0,Jubilee,,20230310_0
2449,black kite,20230310,3,Jubilee,,20230310_3
2450,large billed crow,20230310,5,Jubilee,,20230310_5
2451,booted eagle,20230310,31,Jubilee,,20230310_31
2452,booted eagle,20230310,32,Jubilee,,20230310_32
2453,large billed crow,20230310,32,Jubilee,,20230310_32
2454,booted eagle,20230310,35,Jubilee,,20230310_35
2455,large billed crow,20230310,47,Jubilee,,20230310_47
2456,black kite,20230310,47,Jubilee,,20230310_47
2457,black kite,20230310,50,Jubilee,,20230310_50
2458,ashy drongo,20230310,51,Jubilee,,20230310_51
2459,black kite,20230310,52,Jubilee,,20230310_52
2460,large billed crow,20230310,53,Jubilee,,20230310_53
2461,ashy drongo,20230310,53,Jubilee,,20230310_53
2462,large billed crow,20230310,54,Jubilee,,20230310_54
2463,black kite,20230309,24,B7,cloudy,20230309_24
2464,black kite,20230309,24,B7,cloudy,20230309_24
2465,common myna,20230224,3,B7,,20230224_3
2466,rock pigeon,20230224,3,B7,,20230224_3
2467,rock pigeon,20230224,7,B7,,20230224_7
2468,rock pigeon,20230224,30,B7,,20230224_30
2469,black kite,20230224,31,B7,,20230224_31
2470,indian pitta,20230224,49,B7,,20230224_49
2471,indian pitta,20230224,50,B7,,20230224_50
2472,indian pitta,20230224,56,B7,,20230224_56
2473,common myna,20230224,3,B7,,20230224_3
2474,rock pigeon,20230224,3,B7,,20230224_3
2475,rock pigeon,20230224,7,B7,,20230224_7
2476,rock pigeon,20230224,30,B7,,20230224_30
2477,black kite,20230224,31,B7,,20230224_31
2478,indian pitta,20230224,49,B7,,20230224_49
2479,indian pitta,20230224,50,B7,,20230224_50
2480,indian pitta,20230224,56,B7,,20230224_56
2481,booted eagle,20230222,21,Jubilee,,20230222_21
2482,black kite,20230222,22,Jubilee,,20230222_22
2483,booted eagle,20230222,24,Jubilee,,20230222_24
2484,booted eagle,20230222,26,Jubilee,,20230222_26
2485,black kite,20230222,31,Jubilee,,20230222_31
2486,booted eagle,20230222,49,Jubilee,,20230222_49
2487,shikra,20230222,52,Jubilee,,20230222_52
2488,shikra,20230222,54,Jubilee,,20230222_54
2489,shikra,20230222,55,Jubilee,,20230222_55
2490,black kite,20230221,0,Rocks,,20230221_0
2491,red whiskered bulbul,20230221,2,Rocks,,20230221_2
2492,lottens sunbird,20230221,2,Rocks,,20230221_2
2493,red whiskered bulbul,20230221,4,Rocks,,20230221_4
2494,booted warbler,20230221,5,Rocks,,20230221_5
2495,red whiskered bulbul,20230221,7,Rocks,,20230221_7
2496,large billed crow,20230221,7,Rocks,,20230221_7
2497,shikra,20230221,7,Rocks,,20230221_7
2498,large billed crow,20230221,8,Rocks,,20230221_8
2499,spotted dove,20230221,8,Rocks,,20230221_8
2500,white cheeked barbet,20230221,9,Rocks,,20230221_9
2501,spotted dove,20230221,9,Rocks,,20230221_9
2502,ashy drongo,20230221,9,Rocks,,20230221_9
2503,white cheeked barbet,20230221,10,Rocks,,20230221_10
2504,ashy drongo,20230221,12,Rocks,,20230221_12
2505,red whiskered bulbul,20230221,12,Rocks,,20230221_12
2506,white cheeked barbet,20230221,13,Rocks,,20230221_13
2507,red whiskered bulbul,20230221,13,Rocks,,20230221_13
2508,white throated kingfisher,20230221,13,Rocks,,20230221_13
2509,red whiskered bulbul,20230221,14,Rocks,,20230221_14
2510,ashy drongo,20230221,14,Rocks,,20230221_14
2511,red whiskered bulbul,20230221,20,Rocks,,20230221_20
2512,ashy drongo,20230221,20,Rocks,,20230221_20
2513,black kite,20230221,20,Rocks,,20230221_20
2514,black kite,20230221,21,Rocks,,20230221_21
2515,red whiskered bulbul,20230221,23,Rocks,,20230221_23
2516,booted eagle,20230221,24,Rocks,,20230221_24
2517,spotted dove,20230221,25,Rocks,,20230221_25
2518,booted eagle,20230221,26,Rocks,,20230221_26
2519,black kite,20230221,26,Rocks,,20230221_26
2520,booted eagle,20230221,27,Rocks,,20230221_27
2521,black kite,20230221,28,Rocks,,20230221_28
2522,spotted dove,20230221,29,Rocks,,20230221_29
2523,booted eagle,20230221,30,Rocks,,20230221_30
2524,black kite,20230221,30,Rocks,,20230221_30
2525,lottens sunbird,20230221,30,Rocks,,20230221_30
2526,red whiskered bulbul,20230221,31,Rocks,,20230221_31
2527,large billed crow,20230221,31,Rocks,,20230221_31
2528,red whiskered bulbul,20230221,32,Rocks,,20230221_32
2529,red whiskered bulbul,20230221,34,Rocks,,20230221_34
2530,black kite,20230221,35,Rocks,,20230221_35
2531,booted eagle,20230221,35,Rocks,,20230221_35
2532,booted eagle,20230221,40,Rocks,,20230221_40
2533,black kite,20230221,40,Rocks,,20230221_40
2534,red whiskered bulbul,20230221,40,Rocks,,20230221_40
2535,booted eagle,20230221,41,Rocks,,20230221_41
2536,black kite,20230221,41,Rocks,,20230221_41
2537,spotted dove,20230221,42,Rocks,,20230221_42
2538,booted eagle,20230221,43,Rocks,,20230221_43
2539,black kite,20230221,43,Rocks,,20230221_43
2540,spotted dove,20230221,44,Rocks,,20230221_44
2541,red whiskered bulbul,20230221,44,Rocks,,20230221_44
2542,red whiskered bulbul,20230221,45,Rocks,,20230221_45
2543,red whiskered bulbul,20230221,46,Rocks,,20230221_46
2544,white cheeked barbet,20230221,46,Rocks,,20230221_46
2545,red whiskered bulbul,20230221,47,Rocks,,20230221_47
2546,spotted dove,20230221,47,Rocks,,20230221_47
2547,black kite,20230221,50,Rocks,,20230221_50
2548,booted eagle,20230221,51,Rocks,,20230221_51
2549,spotted dove,20230221,51,Rocks,,20230221_51
2550,spotted dove,20230221,54,Rocks,,20230221_54
2551,booted eagle,20230221,54,Rocks,,20230221_54
2552,large billed crow,20230211,4,Jubilee,sunny,20230211_4
2553,rose ringed parakeet,20230211,4,Jubilee,sunny,20230211_4
2554,large billed crow,20230211,11,Jubilee,sunny,20230211_11
2555,large billed crow,20230211,17,Jubilee,sunny,20230211_17
2556,large billed crow,20230211,28,Jubilee,sunny,20230211_28
2557,large billed crow,20230211,36,Jubilee,sunny,20230211_36
2558,large billed crow,20230211,41,Jubilee,sunny,20230211_41
2559,common myna,20230211,48,Jubilee,sunny,20230211_48
2560,large billed crow,20230211,4,Jubilee,sunny,20230211_4
