,name,date,time code,loc,wea
0,large billed crow,20240523,0,B7,cloudy
1,pale billed flowerpecker,20240523,4,B7,cloudy
2,rose ringed parakeet,20240523,5,B7,cloudy
3,large billed crow,20240523,6,B7,cloudy
4,large billed crow,20240523,7,B7,cloudy
5,asian koel,20240523,7,B7,cloudy
6,large billed crow,20240523,8,B7,cloudy
7,asian koel,20240523,9,B7,cloudy
8,large billed crow,20240523,9,B7,cloudy
9,large billed crow,20240523,10,B7,cloudy
10,rose ringed parakeet,20240523,10,B7,cloudy
11,large billed crow,20240523,11,B7,cloudy
12,large billed crow,20240523,12,B7,cloudy
13,large billed crow,20240523,14,B7,cloudy
14,large billed crow,20240523,15,B7,cloudy
15,large billed crow,20240523,20,B7,cloudy
16,pale billed flowerpecker,20240523,20,B7,cloudy
17,large billed crow,20240523,22,B7,cloudy
18,large billed crow,20240523,23,B7,cloudy
19,common myna,20240523,23,B7,cloudy
20,black kite,20240523,27,B7,cloudy
21,large billed crow,20240523,29,B7,cloudy
22,large billed crow,20240523,30,B7,cloudy
23,oriental magpie robin,20240523,33,B7,cloudy
24,large billed crow,20240523,33,B7,cloudy
25,oriental magpie robin,20240523,34,B7,cloudy
26,large billed crow,20240523,34,B7,cloudy
27,large billed crow,20240523,35,B7,cloudy
28,asian koel,20240523,35,B7,cloudy
29,large billed crow,20240523,40,B7,cloudy
30,large billed crow,20240523,41,B7,cloudy
31,large billed crow,20240523,42,B7,cloudy
32,large billed crow,20240523,43,B7,cloudy
33,tickells blue flycatcher,20240523,43,B7,cloudy
34,common tailorbird,20240523,43,B7,cloudy
35,common myna,20240523,43,B7,cloudy
36,tickells blue flycatcher,20240523,45,B7,cloudy
37,tickells blue flycatcher,20240523,48,B7,cloudy
38,tickells blue flycatcher,20240523,49,B7,cloudy
39,cinerous tit,20240523,50,B7,cloudy
40,cinerous tit,20240523,51,B7,cloudy
41,tickells blue flycatcher,20240523,51,B7,cloudy
42,tickells blue flycatcher,20240523,52,B7,cloudy
43,cinerous tit,20240523,53,B7,cloudy
44,cinerous tit,20240523,53,B7,cloudy
45,cinerous tit,20240523,54,B7,cloudy
46,tickells blue flycatcher,20240523,55,B7,cloudy
47,large billed crow,20240522,0,Rocks ,sunny
48,rose ringed parakeet,20240522,0,Rocks ,sunny
49,red whiskered bulbul,20240522,0,Rocks ,sunny
50,red whiskered bulbul,20240522,1,Rocks ,sunny
51,black kite,20240522,1,Rocks ,sunny
52,red whiskered bulbul,20240522,2,Rocks ,sunny
53,plum headed parakeet,20240522,2,Rocks ,sunny
54,large billed crow,20240522,3,Rocks ,sunny
55,purple rumped sunbird,20240522,3,Rocks ,sunny
56,black kite,20240522,4,Rocks ,sunny
57,rose ringed parakeet,20240522,4,Rocks ,sunny
58,red whiskered bulbul,20240522,4,Rocks ,sunny
59,large billed crow,20240522,4,Rocks ,sunny
60,red whiskered bulbul,20240522,5,Rocks ,sunny
61,pale billed flowerpecker,20240522,5,Rocks ,sunny
62,black kite,20240522,5,Rocks ,sunny
63,rose ringed parakeet,20240522,5,Rocks ,sunny
64,purple rumped sunbird,20240522,6,Rocks ,sunny
65,ashy prinia,20240522,6,Rocks ,sunny
66,purple rumped sunbird,20240522,7,Rocks ,sunny
67,ashy prinia,20240522,7,Rocks ,sunny
68,red whiskered bulbul,20240522,7,Rocks ,sunny
69,pale billed flowerpecker,20240522,8,Rocks ,sunny
70,ashy prinia,20240522,9,Rocks ,sunny
71,pale billed flowerpecker,20240522,9,Rocks ,sunny
72,rose ringed parakeet,20240522,9,Rocks ,sunny
73,rose ringed parakeet,20240522,10,Rocks ,sunny
74,ashy prinia,20240522,10,Rocks ,sunny
75,rose ringed parakeet,20240522,11,Rocks ,sunny
76,black kite,20240522,11,Rocks ,sunny
77,oriental magpie robin,20240522,11,Rocks ,sunny
78,rose ringed parakeet,20240522,12,Rocks ,sunny
79,oriental magpie robin,20240522,12,Rocks ,sunny
80,ashy prinia,20240522,13,Rocks ,sunny
81,rose ringed parakeet,20240522,14,Rocks ,sunny
82,oriental magpie robin,20240522,14,Rocks ,sunny
83,oriental magpie robin,20240522,15,Rocks ,sunny
84,red whiskered bulbul,20240522,15,Rocks ,sunny
85,coppersmith barbet,20240522,15,Rocks ,sunny
86,rose ringed parakeet,20240522,15,Rocks ,sunny
87,large billed crow,20240522,20,Rocks ,sunny
88,yellow billed babbler,20240522,20,Rocks ,sunny
89,red whiskered bulbul,20240522,20,Rocks ,sunny
90,yellow billed babbler,20240522,22,Rocks ,sunny
91,rose ringed parakeet,20240522,23,Rocks ,sunny
92,yellow billed babbler,20240522,23,Rocks ,sunny
93,rose ringed parakeet,20240522,24,Rocks ,sunny
94,large billed crow,20240522,24,Rocks ,sunny
95,red whiskered bulbul,20240522,25,Rocks ,sunny
96,large billed crow,20240522,25,Rocks ,sunny
97,yellow billed babbler,20240522,25,Rocks ,sunny
98,ashy prinia,20240522,25,Rocks ,sunny
99,white cheeked barbet,20240522,25,Rocks ,sunny
100,white cheeked barbet,20240522,26,Rocks ,sunny
101,ashy prinia,20240522,26,Rocks ,sunny
102,yellow billed babbler,20240522,26,Rocks ,sunny
103,yellow billed babbler,20240522,27,Rocks ,sunny
104,red whiskered bulbul,20240522,27,Rocks ,sunny
105,ashy prinia,20240522,27,Rocks ,sunny
106,pale billed flowerpecker,20240522,27,Rocks ,sunny
107,red whiskered bulbul,20240522,27,Rocks ,sunny
108,red whiskered bulbul,20240522,28,Rocks ,sunny
109,indian white eye,20240522,28,Rocks ,sunny
110,purple rumped sunbird,20240522,29,Rocks ,sunny
111,red whiskered bulbul,20240522,29,Rocks ,sunny
112,large billed crow,20240522,29,Rocks ,sunny
113,black kite,20240522,29,Rocks ,sunny
114,red whiskered bulbul,20240522,31,Rocks ,sunny
115,large billed crow,20240522,31,Rocks ,sunny
116,rose ringed parakeet,20240522,31,Rocks ,sunny
117,red whiskered bulbul,20240522,32,Rocks ,sunny
118,large billed crow,20240522,32,Rocks ,sunny
119,oriental magpie robin,20240522,32,Rocks ,sunny
120,pale billed flowerpecker,20240522,32,Rocks ,sunny
121,ashy prinia,20240522,33,Rocks ,sunny
122,oriental magpie robin,20240522,33,Rocks ,sunny
123,yellow billed babbler,20240522,41,Rocks ,sunny
124,red whiskered bulbul,20240522,41,Rocks ,sunny
125,oriental magpie robin,20240522,41,Rocks ,sunny
126,greater coucal,20240522,41,Rocks ,sunny
127,yellow billed babbler,20240522,43,Rocks ,sunny
128,white browed bulbul,20240522,43,Rocks ,sunny
129,ashy prinia,20240522,43,Rocks ,sunny
130,yellow billed babbler,20240522,44,Rocks ,sunny
131,red whiskered bulbul,20240522,44,Rocks ,sunny
132,yellow billed babbler,20240522,45,Rocks ,sunny
133,red whiskered bulbul,20240522,45,Rocks ,sunny
134,yellow billed babbler,20240522,46,Rocks ,sunny
135,oriental magpie robin,20240522,46,Rocks ,sunny
136,red whiskered bulbul,20240522,46,Rocks ,sunny
137,white browed bulbul,20240522,46,Rocks ,sunny
138,oriental magpie robin,20240522,47,Rocks ,sunny
139,red whiskered bulbul,20240522,47,Rocks ,sunny
140,red whiskered bulbul,20240522,48,Rocks ,sunny
141,ashy prinia,20240522,48,Rocks ,sunny
142,red whiskered bulbul,20240522,49,Rocks ,sunny
143,yellow billed babbler,20240522,49,Rocks ,sunny
144,oriental magpie robin,20240522,51,Rocks ,sunny
145,red whiskered bulbul,20240522,52,Rocks ,sunny
146,oriental magpie robin,20240522,52,Rocks ,sunny
147,ashy prinia,20240522,52,Rocks ,sunny
148,red whiskered bulbul,20240522,53,Rocks ,sunny
149,oriental magpie robin,20240522,53,Rocks ,sunny
150,ashy prinia,20240522,53,Rocks ,sunny
151,yellow billed babbler,20240522,53,Rocks ,sunny
152,red whiskered bulbul,20240522,54,Rocks ,sunny
153,red whiskered bulbul,20240522,55,Rocks ,sunny
154,oriental magpie robin,20240522,55,Rocks ,sunny
155,ashy prinia,20240510,0,Rocks,cloudy
156,red whiskered bulbul,20240510,0,Rocks,cloudy
157,oriental magpie robin,20240510,0,Rocks,cloudy
158,ashy prinia,20240510,1,Rocks,cloudy
159,rose ringed parakeet,20240510,1,Rocks,cloudy
160,rose ringed parakeet,20240510,2,Rocks,cloudy
161,ashy prinia,20240510,2,Rocks,cloudy
162,ashy prinia,20240510,3,Rocks,cloudy
163,ashy prinia,20240510,4,Rocks,cloudy
164,ashy prinia,20240510,5,Rocks,cloudy
165,coppersmith barbet,20240510,5,Rocks,cloudy
166,pale billed flowerpecker,20240510,5,Rocks,cloudy
167,spot breasted fantail,20240510,6,Rocks,cloudy
168,ashy prinia,20240510,7,Rocks,cloudy
169,oriental magpie robin,20240510,8,Rocks,cloudy
170,oriental magpie robin,20240510,9,Rocks,cloudy
171,ashy prinia,20240510,9,Rocks,cloudy
172,purple sunbird,20240510,9,Rocks,cloudy
173,red whiskered bulbul,20240510,10,Rocks,cloudy
174,ashy prinia,20240510,10,Rocks,cloudy
175,ashy prinia,20240510,11,Rocks,cloudy
176,red whiskered bulbul,20240510,11,Rocks,cloudy
177,rose ringed parakeet,20240510,11,Rocks,cloudy
178,white cheeked barbet,20240510,11,Rocks,cloudy
179,ashy prinia,20240510,12,Rocks,cloudy
180,white cheeked barbet,20240510,12,Rocks,cloudy
181,spot breasted fantail,20240510,14,Rocks,cloudy
182,black kite,20240510,14,Rocks,cloudy
183,ashy prinia,20240510,15,Rocks,cloudy
184,red whiskered bulbul,20240510,15,Rocks,cloudy
185,rose ringed parakeet,20240510,15,Rocks,cloudy
186,large billed crow,20240510,15,Rocks,cloudy
187,ashy prinia,20240510,20,Rocks,cloudy
188,oriental magpie robin,20240510,20,Rocks,cloudy
189,red whiskered bulbul,20240510,20,Rocks,cloudy
190,spotted dove,20240510,20,Rocks,cloudy
191,rose ringed parakeet,20240510,21,Rocks,cloudy
192,ashy prinia,20240510,21,Rocks,cloudy
193,black kite,20240510,21,Rocks,cloudy
194,black kite,20240510,21,Rocks,cloudy
195,oriental magpie robin,20240510,21,Rocks,cloudy
196,red whiskered bulbul,20240510,21,Rocks,cloudy
197,white cheeked barbet,20240510,21,Rocks,cloudy
198,cinerous tit,20240510,24,Rocks,cloudy
199,red whiskered bulbul,20240510,24,Rocks,cloudy
200,red whiskered bulbul,20240510,25,Rocks,cloudy
201,large billed crow,20240510,25,Rocks,cloudy
202,oriental magpie robin,20240510,25,Rocks,cloudy
203,ashy prinia,20240510,25,Rocks,cloudy
204,spotted dove,20240510,25,Rocks,cloudy
205,lottens sunbird,20240510,25,Rocks,cloudy
206,indian paradise flycatcher,20240510,25,Rocks,cloudy
207,spotted dove,20240510,25,Rocks,cloudy
208,spotted dove,20240510,27,Rocks,cloudy
209,large billed crow,20240510,27,Rocks,cloudy
210,white cheeked barbet,20240510,27,Rocks,cloudy
211,cinerous tit,20240510,27,Rocks,cloudy
212,ashy prinia,20240510,29,Rocks,cloudy
213,white cheeked barbet,20240510,29,Rocks,cloudy
214,common myna,20240510,29,Rocks,cloudy
215,lottens sunbird,20240510,30,Rocks,cloudy
216,red whiskered bulbul,20240510,30,Rocks,cloudy
217,large billed crow,20240510,31,Rocks,cloudy
218,white cheeked barbet,20240510,31,Rocks,cloudy
219,large billed crow,20240510,32,Rocks,cloudy
220,spotted dove,20240510,32,Rocks,cloudy
221,white cheeked barbet,20240510,32,Rocks,cloudy
222,ashy prinia,20240510,32,Rocks,cloudy
223,spotted dove,20240510,33,Rocks,cloudy
224,red whiskered bulbul,20240510,33,Rocks,cloudy
225,white cheeked barbet,20240510,33,Rocks,cloudy
226,ashy prinia,20240510,34,Rocks,cloudy
227,oriental magpie robin,20240510,34,Rocks,cloudy
228,spotted dove,20240510,34,Rocks,cloudy
229,cinerous tit,20240510,35,Rocks,cloudy
230,oriental magpie robin,20240510,35,Rocks,cloudy
231,white cheeked barbet,20240510,35,Rocks,cloudy
232,lottens sunbird,20240510,35,Rocks,cloudy
233,rose ringed parakeet,20240510,35,Rocks,cloudy
234,red whiskered bulbul,20240510,35,Rocks,cloudy
235,red whiskered bulbul,20240510,40,Rocks,cloudy
236,spotted dove,20240510,40,Rocks,cloudy
237,spotted dove,20240510,41,Rocks,cloudy
238,indian white eye,20240510,42,Rocks,cloudy
239,black kite,20240510,42,Rocks,cloudy
240,spotted dove,20240510,43,Rocks,cloudy
241,large billed crow,20240510,44,Rocks,cloudy
242,lottens sunbird,20240510,46,Rocks,cloudy
243,jungle myna,20240510,48,Rocks,cloudy
244,ashy prinia,20240510,49,Rocks,cloudy
245,white throated kingfisher,20240510,49,Rocks,cloudy
246,spotted dove,20240510,49,Rocks,cloudy
247,lottens sunbird,20240510,51,Rocks,cloudy
248,white cheeked barbet,20240510,51,Rocks,cloudy
249,spotted dove,20240510,51,Rocks,cloudy
250,spotted dove,20240510,53,Rocks,cloudy
251,red whiskered bulbul,20240510,54,Rocks,cloudy
252,large billed crow,20240510,54,Rocks,cloudy
253,rose ringed parakeet,20240510,54,Rocks,cloudy
254,oriental magpie robin,20240510,54,Rocks,cloudy
255,red whiskered bulbul,20240510,55,Rocks,cloudy
256,large billed crow,20240510,55,Rocks,cloudy
257,common tailorbird,20240510,55,Rocks,cloudy
258,spotted dove,20240510,55,Rocks,cloudy
259,purple rumped sunbird,20240509,1,B7,sunny
260,large billed crow,20240509,3,B7,sunny
261,common myna,20240509,6,B7,sunny
262,jungle myna,20240509,7,B7,sunny
263,large billed crow,20240509,7,B7,sunny
264,greater coucal,20240509,9,B7,sunny
265,greater coucal,20240509,10,B7,sunny
266,common myna,20240509,10,B7,sunny
267,greenish warbler,20240509,11,B7,sunny
268,greenish warbler,20240509,12,B7,sunny
269,common myna,20240509,12,B7,sunny
270,greenish warbler,20240509,13,B7,sunny
271,common myna,20240509,13,B7,sunny
272,large billed crow,20240509,13,B7,sunny
273,common myna,20240509,14,B7,sunny
274,large billed crow,20240509,14,B7,sunny
275,greenish warbler,20240509,20,B7,sunny
276,greater coucal,20240509,20,B7,sunny
277,common myna,20240509,21,B7,sunny
278,large billed crow,20240509,22,B7,sunny
279,greater coucal,20240509,22,B7,sunny
280,greater coucal,20240509,24,B7,sunny
281,shikra,20240509,24,B7,sunny
282,large billed crow,20240509,25,B7,sunny
283,pale billed flowerpecker,20240509,25,B7,sunny
284,common myna,20240509,26,B7,sunny
285,greater coucal,20240509,26,B7,sunny
286,greater coucal,20240509,27,B7,sunny
287,rose ringed parakeet,20240509,27,B7,sunny
288,greater coucal,20240509,28,B7,sunny
289,greenish warbler,20240509,29,B7,sunny
290,common myna,20240509,30,B7,sunny
291,large billed crow,20240509,31,B7,sunny
292,large billed crow,20240509,32,B7,sunny
293,greater coucal,20240509,33,B7,sunny
294,common myna,20240509,33,B7,sunny
295,jungle myna,20240509,33,B7,sunny
296,common myna,20240509,34,B7,sunny
297,common myna,20240509,35,B7,sunny
298,rose ringed parakeet,20240509,35,B7,sunny
299,greenish warbler,20240509,40,B7,sunny
300,large billed crow,20240509,40,B7,sunny
301,large billed crow,20240509,41,B7,sunny
302,greenish warbler,20240509,42,B7,sunny
303,large billed crow,20240509,42,B7,sunny
304,oriental magpie robin,20240509,42,B7,sunny
305,large billed crow,20240509,43,B7,sunny
306,common myna,20240509,43,B7,sunny
307,asian koel,20240509,44,B7,sunny
308,greenish warbler,20240509,44,B7,sunny
309,common myna,20240509,44,B7,sunny
310,common myna,20240509,46,B7,sunny
311,greenish warbler,20240509,46,B7,sunny
312,oriental magpie robin,20240509,47,B7,sunny
313,oriental magpie robin,20240509,48,B7,sunny
314,oriental magpie robin,20240509,49,B7,sunny
315,large billed crow,20240509,49,B7,sunny
316,greenish warbler,20240509,49,B7,sunny
317,greenish warbler,20240509,50,B7,sunny
318,common myna,20240509,50,B7,sunny
319,oriental magpie robin,20240509,51,B7,sunny
320,large billed crow,20240509,51,B7,sunny
321,oriental magpie robin,20240509,52,B7,sunny
322,large billed crow,20240509,53,B7,sunny
323,large billed crow,20240509,54,B7,sunny
324,oriental magpie robin,20240509,54,B7,sunny
325,oriental magpie robin,20240509,55,B7,sunny
326,large billed crow,20240509,55,B7,sunny
327,slaty breasted crake,20240508,0,Jubilee,cloudy
328,large billed crow,20240508,7,Jubilee,cloudy
329,coppersmith barbet,20240508,8,Jubilee,cloudy
330,large billed crow,20240508,8,Jubilee,cloudy
331,pale billed flowerpecker,20240508,11,Jubilee,cloudy
332,large billed crow,20240508,15,Jubilee,cloudy
333,oriental magpie robin,20240508,15,Jubilee,cloudy
334,ashy prinia,20240508,24,Jubilee,cloudy
335,spot breasted fantail,20240508,24,Jubilee,cloudy
336,spot breasted fantail,20240508,25,Jubilee,cloudy
337,red whiskered bulbul,20240508,26,Jubilee,cloudy
338,ashy prinia,20240508,26,Jubilee,cloudy
339,spot breasted fantail,20240508,26,Jubilee,cloudy
340,spot breasted fantail,20240508,27,Jubilee,cloudy
341,red whiskered bulbul,20240508,27,Jubilee,cloudy
342,red whiskered bulbul,20240508,28,Jubilee,cloudy
343,red whiskered bulbul,20240508,29,Jubilee,cloudy
344,rose ringed parakeet,20240508,33,Jubilee,cloudy
345,large billed crow,20240508,42,Jubilee,cloudy
346,black kite,20240508,42,Jubilee,cloudy
347,large billed crow,20240508,43,Jubilee,cloudy
348,shikra,20240508,43,Jubilee,cloudy
349,shikra,20240508,44,Jubilee,cloudy
350,black kite,20240508,44,Jubilee,cloudy
351,large billed crow,20240508,44,Jubilee,cloudy
352,large billed crow,20240508,46,Jubilee,cloudy
353,black kite,20240508,46,Jubilee,cloudy
354,black kite,20240508,47,Jubilee,cloudy
355,shikra,20240508,47,Jubilee,cloudy
356,large billed crow,20240508,48,Jubilee,cloudy
357,large billed crow,20240508,49,Jubilee,cloudy
358,black kite,20240508,49,Jubilee,cloudy
359,shikra,20240508,49,Jubilee,cloudy
360,rose ringed parakeet,20240508,49,Jubilee,cloudy
361,rose ringed parakeet,20240508,50,Jubilee,cloudy
362,black kite,20240508,52,Jubilee,cloudy
363,white cheeked barbet,20240508,52,Jubilee,cloudy
364,black kite,20240508,54,Jubilee,cloudy
365,black kite,20240508,55,Jubilee,cloudy
366,oriental magpie robin,20240412,3,Jubilee,sunny
367,common myna,20240412,3,Jubilee,sunny
368,ashy prinia,20240412,3,Jubilee,sunny
369,rose ringed parakeet,20240412,3,Jubilee,sunny
370,coppersmith barbet,20240412,4,Jubilee,sunny
371,oriental magpie robin,20240412,4,Jubilee,sunny
372,white cheeked barbet,20240412,5,Jubilee,sunny
373,large billed crow,20240412,5,Jubilee,sunny
374,common tailorbird,20240412,8,Jubilee,sunny
375,ashy prinia,20240412,8,Jubilee,sunny
376,oriental magpie robin,20240412,10,Jubilee,sunny
377,white cheeked barbet,20240412,10,Jubilee,sunny
378,black kite,20240412,11,Jubilee,sunny
379,common tailorbird,20240412,12,Jubilee,sunny
380,ashy prinia,20240412,12,Jubilee,sunny
381,common tailorbird,20240412,13,Jubilee,sunny
382,white cheeked barbet,20240412,13,Jubilee,sunny
383,spot breasted fantail,20240412,14,Jubilee,sunny
384,black kite,20240412,15,Jubilee,sunny
385,white cheeked barbet,20240412,15,Jubilee,sunny
386,coppersmith barbet,20240412,20,Jubilee,sunny
387,white cheeked barbet,20240412,22,Jubilee,sunny
388,common myna,20240412,22,Jubilee,sunny
389,tickells leaf warbler,20240412,23,Jubilee,sunny
390,black kite,20240412,24,Jubilee,sunny
391,black kite,20240412,25,Jubilee,sunny
392,black kite,20240412,25,Jubilee,sunny
393,tickells leaf warbler,20240412,26,Jubilee,sunny
394,common tailorbird,20240412,26,Jubilee,sunny
395,black drongo,20240412,27,Jubilee,sunny
396,white cheeked barbet,20240412,27,Jubilee,sunny
397,coppersmith barbet,20240412,27,Jubilee,sunny
398,white cheeked barbet,20240412,28,Jubilee,sunny
399,black kite,20240412,29,Jubilee,sunny
400,black kite,20240412,31,Jubilee,sunny
401,white cheeked barbet,20240412,32,Jubilee,sunny
402,large billed crow,20240412,33,Jubilee,sunny
403,white cheeked barbet,20240412,33,Jubilee,sunny
404,booted eagle,20240412,33,Jubilee,sunny
405,tickells leaf warbler,20240412,34,Jubilee,sunny
406,black kite,20240412,35,Jubilee,sunny
407,black kite,20240412,35,Jubilee,sunny
408,small minivet,20240412,35,Jubilee,sunny
409,white cheeked barbet,20240412,41,Jubilee,sunny
410,black kite,20240412,42,Jubilee,sunny
411,indian paradise flycatcher,20240412,42,Jubilee,sunny
412,shikra,20240412,42,Jubilee,sunny
413,shikra,20240412,44,Jubilee,sunny
414,indian paradise flycatcher,20240412,44,Jubilee,sunny
415,shikra,20240412,45,Jubilee,sunny
416,indian paradise flycatcher,20240412,45,Jubilee,sunny
417,rose ringed parakeet,20240412,45,Jubilee,sunny
418,indian paradise flycatcher,20240412,46,Jubilee,sunny
419,shikra,20240412,46,Jubilee,sunny
420,shikra,20240412,46,Jubilee,sunny
421,common tailorbird,20240412,47,Jubilee,sunny
422,oriental magpie robin,20240412,48,Jubilee,sunny
423,coppersmith barbet,20240412,50,Jubilee,sunny
424,spot breasted fantail,20240412,50,Jubilee,sunny
425,oriental magpie robin,20240412,51,Jubilee,sunny
426,black kite,20240412,52,Jubilee,sunny
427,black kite,20240412,52,Jubilee,sunny
428,white cheeked barbet,20240412,52,Jubilee,sunny
429,tickells leaf warbler,20240412,52,Jubilee,sunny
430,black kite,20240412,53,Jubilee,sunny
431,black kite,20240412,54,Jubilee,sunny
432,black kite,20240412,54,Jubilee,sunny
433,spot breasted fantail,20240412,54,Jubilee,sunny
434,black kite,20240412,55,Jubilee,sunny
435,black kite,20240412,55,Jubilee,sunny
436,common hawk cuckoo,20240410,1,B7,sunny
437,common myna,20240410,6,B7,sunny
438,oriental magpie robin,20240410,6,B7,sunny
439,large billed crow,20240410,6,B7,sunny
440,large billed crow,20240410,7,B7,sunny
441,oriental magpie robin,20240410,7,B7,sunny
442,common myna,20240410,8,B7,sunny
443,large billed crow,20240410,8,B7,sunny
444,yellow billed babbler,20240410,8,B7,sunny
445,oriental magpie robin,20240410,9,B7,sunny
446,yellow billed babbler,20240410,9,B7,sunny
447,common myna,20240410,9,B7,sunny
448,large billed crow,20240410,9,B7,sunny
449,cinerous tit,20240410,10,B7,sunny
450,large billed crow,20240410,10,B7,sunny
451,common myna,20240410,10,B7,sunny
452,yellow billed babbler,20240410,10,B7,sunny
453,white cheeked barbet,20240410,10,B7,sunny
454,oriental magpie robin,20240410,11,B7,sunny
455,white cheeked barbet,20240410,11,B7,sunny
456,common myna,20240410,11,B7,sunny
457,common tailorbird,20240410,11,B7,sunny
458,oriental magpie robin,20240410,12,B7,sunny
459,indian paradise flycatcher,20240410,12,B7,sunny
460,oriental magpie robin,20240410,13,B7,sunny
461,common myna,20240410,13,B7,sunny
462,white cheeked barbet,20240410,13,B7,sunny
463,white cheeked barbet,20240410,14,B7,sunny
464,common myna,20240410,14,B7,sunny
465,greater coucal,20240410,14,B7,sunny
466,common tailorbird,20240410,14,B7,sunny
467,large billed crow,20240410,14,B7,sunny
468,common myna,20240410,15,B7,sunny
469,yellow billed babbler,20240410,15,B7,sunny
470,oriental magpie robin,20240410,16,B7,sunny
471,common myna,20240410,16,B7,sunny
472,blythes reed warbler,20240410,16,B7,sunny
473,rose ringed parakeet,20240410,16,B7,sunny
474,purple rumped sunbird,20240410,16,B7,sunny
475,indian paradise flycatcher,20240410,16,B7,sunny
476,common tailorbird,20240410,16,B7,sunny
477,orange headed thrush,20240410,16,B7,sunny
478,orange headed thrush,20240410,17,B7,sunny
479,yellow billed babbler,20240410,17,B7,sunny
480,rose ringed parakeet,20240410,20,B7,sunny
481,common myna,20240410,20,B7,sunny
482,large billed crow,20240410,20,B7,sunny
483,large billed crow,20240410,23,B7,sunny
484,oriental magpie robin,20240410,27,B7,sunny
485,large billed crow,20240410,27,B7,sunny
486,white cheeked barbet,20240410,32,B7,sunny
487,common myna,20240410,32,B7,sunny
488,white cheeked barbet,20240410,33,B7,sunny
489,white cheeked barbet,20240410,34,B7,sunny
490,large billed crow,20240410,34,B7,sunny
491,cinerous tit,20240410,34,B7,sunny
492,common myna,20240410,35,B7,sunny
493,white cheeked barbet,20240410,36,B7,sunny
494,large billed crow,20240410,40,B7,sunny
495,large billed crow,20240410,42,B7,sunny
496,white cheeked barbet,20240410,43,B7,sunny
497,white cheeked barbet,20240410,44,B7,sunny
498,large billed crow,20240410,45,B7,sunny
499,large billed crow,20240410,46,B7,sunny
500,white cheeked barbet,20240410,46,B7,sunny
501,large billed crow,20240410,47,B7,sunny
502,large billed crow,20240410,48,B7,sunny
503,white cheeked barbet,20240410,48,B7,sunny
504,cinerous tit,20240410,49,B7,sunny
505,large billed crow,20240410,49,B7,sunny
506,white cheeked barbet,20240410,49,B7,sunny
507,cinerous tit,20240410,50,B7,sunny
508,large billed crow,20240410,50,B7,sunny
509,white cheeked barbet,20240410,50,B7,sunny
510,rose ringed parakeet,20240410,50,B7,sunny
511,black kite,20240410,50,B7,sunny
512,large billed crow,20240410,51,B7,sunny
513,white cheeked barbet,20240410,52,B7,sunny
514,white cheeked barbet,20240410,54,B7,sunny
515,large billed crow,20240410,54,B7,sunny
516,greater coucal,20240410,54,B7,sunny
517,blythes reed warbler,20240223,7,B7,sunny
518,black kite,20240223,8,B7,sunny
519,rose ringed parakeet,20240223,10,B7,sunny
520,booted warbler,20240223,10,B7,sunny
521,booted warbler,20240223,11,B7,sunny
522,large billed crow,20240223,14,B7,sunny
523,large billed crow,20240223,15,B7,sunny
524,rose ringed parakeet,20240223,23,B7,sunny
525,indian pitta,20240223,23,B7,sunny
526,large billed crow,20240223,28,B7,sunny
527,indian pitta,20240223,28,B7,sunny
528,black kite,20240223,29,B7,sunny
529,indian pitta,20240223,32,B7,sunny
530,rose ringed parakeet,20240223,33,B7,sunny
531,white cheeked barbet,20240223,34,B7,sunny
532,large billed crow,20240223,34,B7,sunny
533,white cheeked barbet,20240223,35,B7,sunny
534,black drongo,20240223,41,B7,sunny
535,white cheeked barbet,20240223,42,B7,sunny
536,blythes reed warbler,20240223,43,B7,sunny
537,large billed crow,20240321,1,B7,cloudy
538,indian pitta,20240321,3,B7,cloudy
539,ashy drongo,20240321,4,B7,cloudy
540,ashy drongo,20240321,5,B7,cloudy
541,indian paradise flycatcher,20240321,12,B7,cloudy
542,oriental magpie robin,20240321,12,B7,cloudy
543,oriental magpie robin,20240321,13,B7,cloudy
544,rose ringed parakeet,20240321,14,B7,cloudy
545,white cheeked barbet,20240321,20,B7,cloudy
546,cinerous tit,20240321,21,B7,cloudy
547,common myna,20240321,21,B7,cloudy
548,cinerous tit,20240321,22,B7,cloudy
549,cinerous tit,20240321,23,B7,cloudy
550,common myna,20240321,24,B7,cloudy
551,common myna,20240321,25,B7,cloudy
552,rose ringed parakeet,20240321,27,B7,cloudy
553,oriental magpie robin,20240321,28,B7,cloudy
554,black kite,20240321,41,B7,cloudy
555,black kite,20240321,42,B7,cloudy
556,rose ringed parakeet,20240321,42,B7,cloudy
557,black kite,20240321,44,B7,cloudy
558,indian paradise flycatcher,20240321,46,B7,cloudy
559,black kite,20240321,46,B7,cloudy
560,black kite,20240321,49,B7,cloudy
561,black kite,20240321,50,B7,cloudy
562,brahminy kite,20240321,51,B7,cloudy
563,black kite,20240321,53,B7,cloudy
564,large billed crow,20240320,0,Jubilee,sunny
565,spot breasted fantail,20240320,0,Jubilee,sunny
566,large billed crow,20240320,1,Jubilee,sunny
567,white throated kingfisher,20240320,3,Jubilee,sunny
568,large billed crow,20240320,3,Jubilee,sunny
569,rose ringed parakeet,20240320,3,Jubilee,sunny
570,large billed crow,20240320,5,Jubilee,sunny
571,rufous treepie,20240320,5,Jubilee,sunny
572,large billed crow,20240320,6,Jubilee,sunny
573,large billed crow,20240320,7,Jubilee,sunny
